INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1301018	20001:2:1	1	200	200	1	1	414	13	1	15	30	0
1301019	20002:2:1	1	600	100	1	1	414	1	1	15	30	0
1301020	20003:2:1	1	600	100	1	1	414	2	1	15	30	0
1301021	20004:2:1	1	600	100	1	1	414	3	1	15	30	0
1301022	20005:2:1	1	200	200	1	1	414	14	1	15	30	0
1301023	20006:2:1	1	600	100	1	1	414	4	1	15	30	0
1301024	20007:2:1	1	600	100	1	1	414	5	1	15	30	0
1301025	20008:2:1	1	600	100	1	1	414	6	1	15	30	0
1301026	10151:2:1	1	4000	0	1	0	0	0	1	15	30	0
1301027	10156:2:1	1	6000	0	1	0	0	0	1	15	30	0
1301028	10161:2:1	1	4000	0	1	0	0	0	1	15	30	0
1301029	10166:2:1	1	6000	0	1	0	0	0	1	15	30	0
1301030	10171:2:1	1	4000	0	1	1	0	0	1	15	30	0
1301031	10176:2:1	1	6000	0	1	1	0	0	1	15	30	0
1301032	10181:2:1	1	1600	0	1	1	0	0	1	15	30	0
1301033	10186:2:1	1	2400	0	1	1	0	0	1	15	30	0
1301034	10191:2:1	1	1200	0	1	1	0	0	1	15	30	1
1301035	10196:2:1	1	1800	0	1	1	0	0	1	15	30	1
1301036	10201:2:1	1	760	0	1	1	414	0	1	15	30	1
1301037	10206:2:1	1	1140	0	1	1	414	0	1	15	30	1
1301038	10211:2:1	1	640	0	1	1	414	0	1	15	30	1
1301039	10216:2:1	1	960	0	1	1	414	0	1	15	30	1
1301040	10221:2:1	1	520	0	1	1	414	0	1	15	30	1
1301041	10226:2:1	1	780	0	1	1	414	0	1	15	30	1
1301042	10231:2:1	1	400	0	1	1	414	0	1	15	30	1
1301043	10236:2:1	1	600	0	1	1	414	0	1	15	30	1
1301044	10241:2:1	1	280	50	1	1	414	0	1	15	30	0
1301045	10246:2:1	1	420	50	1	1	414	0	1	15	30	0
1301046	10251:2:1	1	200	100	1	1	414	0	1	15	30	0
1301047	10256:2:1	1	300	100	1	1	414	0	1	15	30	0
1301048	10261:2:1	1	120	150	1	1	414	0	1	15	30	0
1301049	10266:2:1	1	180	150	1	1	414	0	1	15	30	0
1301050	10271:2:1	1	60	200	1	1	414	0	1	15	30	0
1301051	10276:2:1	1	90	200	1	1	414	0	1	15	30	0
1301052	10281:2:1	1	48	200	1	1	414	0	1	15	30	0
1301053	10286:2:1	1	72	200	1	1	414	0	1	15	30	0
1301054	10291:2:1	1	40	200	1	1	414	0	1	15	30	0
1301055	10296:2:1	1	60	200	1	1	414	0	1	15	30	0
1301056	10301:2:1	1	32	300	1	1	414	7	1	15	30	0
1301057	10306:2:1	1	48	300	1	1	414	10	1	15	30	0
1302001	10202:2:1	2	1820	0	1	0	0	0	1	15	30	0
1302002	10203:2:1	2	1820	0	1	0	0	0	1	15	30	0
1302003	10204:2:1	2	1820	0	1	0	0	0	1	15	30	0
1302004	10205:2:1	2	1560	0	1	0	0	0	1	15	30	0
1302005	10207:2:1	2	1560	0	1	0	0	0	1	15	30	0
1302006	10208:2:1	2	1300	0	1	0	0	0	1	15	30	0
1302007	10209:2:1	2	1300	0	1	0	0	0	1	15	30	0
1302008	10210:2:1	2	1820	0	1	0	0	0	1	15	30	0
1301058	10212:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301059	10213:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301060	10214:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301061	10215:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301062	10217:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301063	10218:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301064	10219:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301065	10220:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301066	10222:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301067	10223:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301068	10224:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301069	10225:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301070	10227:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301071	10228:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301072	10229:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301073	10230:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301074	10232:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301075	10233:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301076	10234:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301077	10235:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301078	10237:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301079	10238:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301080	10239:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301081	10240:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301082	10242:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301083	10243:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301084	10244:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301085	10245:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301086	10247:2:1	1	1560	0	1	0	0	0	1	15	30	0
1301087	10248:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301088	10249:2:1	1	1300	0	1	0	0	0	1	15	30	0
1301089	10250:2:1	1	1820	0	1	0	0	0	1	15	30	0
1301090	10252:2:1	1	1540	0	1	1	0	0	1	15	30	0
1301091	10253:2:1	1	1540	0	1	1	0	0	1	15	30	0
1301092	10254:2:1	1	1540	0	1	1	0	0	1	15	30	0
1301093	10255:2:1	1	1320	0	1	1	0	0	1	15	30	0
1301094	10257:2:1	1	1320	0	1	1	0	0	1	15	30	0
1301095	10258:2:1	1	1100	0	1	1	0	0	1	15	30	0
1301096	10259:2:1	1	1100	0	1	1	0	0	1	15	30	0
1301097	10260:2:1	1	1540	0	1	1	0	0	1	15	30	0
1301098	10262:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301099	10263:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301100	10264:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301101	10265:2:1	1	1320	0	1	1	0	0	1	15	30	1
1301102	10267:2:1	1	1320	0	1	1	0	0	1	15	30	1
1301103	10268:2:1	1	1100	0	1	1	0	0	1	15	30	1
1301104	10269:2:1	1	1100	0	1	1	0	0	1	15	30	1
1301105	10270:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301106	10272:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301107	10273:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301108	10274:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301109	10275:2:1	1	1320	0	1	1	0	0	1	15	30	1
1301110	10277:2:1	1	1320	0	1	1	0	0	1	15	30	1
1301111	10278:2:1	1	1100	0	1	1	0	0	1	15	30	1
1301112	10279:2:1	1	1100	0	1	1	0	0	1	15	30	1
1301113	10280:2:1	1	1540	0	1	1	0	0	1	15	30	1
1301114	10282:2:1	1	980	0	1	1	0	0	1	15	30	1
1301115	10283:2:1	1	980	0	1	1	0	0	1	15	30	1
1301116	10284:2:1	1	980	0	1	1	0	0	1	15	30	1
1301117	10285:2:1	1	840	0	1	1	0	0	1	15	30	1
1301118	10287:2:1	1	840	0	1	1	0	0	1	15	30	1
1301119	10288:2:1	1	700	0	1	1	0	0	1	15	30	1
1301120	10289:2:1	1	700	0	1	1	0	0	1	15	30	1
1301121	10290:2:1	1	980	0	1	1	0	0	1	15	30	1
1301122	10292:2:1	1	700	0	1	1	0	0	1	15	30	1
1301123	10293:2:1	1	700	0	1	1	0	0	1	15	30	1
1301124	10294:2:1	1	700	0	1	1	0	0	1	15	30	1
1301125	10295:2:1	1	600	0	1	1	0	0	1	15	30	1
1301126	10297:2:1	1	600	0	1	1	0	0	1	15	30	1
1301127	10298:2:1	1	500	0	1	1	0	0	1	15	30	1
1301128	10299:2:1	1	500	0	1	1	0	0	1	15	30	1
1301129	10300:2:1	1	700	0	1	1	0	0	1	15	30	1
1301130	10302:2:1	1	252	0	1	1	414	0	1	15	30	1
1301131	10303:2:1	1	252	0	1	1	414	0	1	15	30	1
1301132	10304:2:1	1	252	0	1	1	414	0	1	15	30	1
1301133	10305:2:1	1	216	0	1	1	414	0	1	15	30	1
1301134	10307:2:1	1	216	0	1	1	414	0	1	15	30	1
1301135	10308:2:1	1	180	0	1	1	414	0	1	15	30	1
1301136	10309:2:1	1	180	0	1	1	414	0	1	15	30	1
1301137	10310:2:1	1	252	0	1	1	414	0	1	15	30	1
1301138	10312:2:1	1	224	0	1	1	414	0	1	15	30	0
1301139	10313:2:1	1	224	0	1	1	414	0	1	15	30	0
1301140	10314:2:1	1	224	0	1	1	414	0	1	15	30	0
1301141	10315:2:1	1	192	0	1	1	414	0	1	15	30	0
1301142	10317:2:1	1	192	0	1	1	414	0	1	15	30	0
1301143	10318:2:1	1	160	0	1	1	414	0	1	15	30	0
1301144	10319:2:1	1	160	0	1	1	414	0	1	15	30	0
1301145	10320:2:1	1	224	0	1	1	414	0	1	15	30	0
1301146	10322:2:1	1	196	30	1	1	414	0	1	15	30	0
1301147	10323:2:1	1	196	30	1	1	414	0	1	15	30	0
1301148	10324:2:1	1	196	30	1	1	414	0	1	15	30	0
1301149	10325:2:1	1	168	30	1	1	414	0	1	15	30	0
1301150	10327:2:1	1	168	30	1	1	414	0	1	15	30	0
1301151	10328:2:1	1	140	30	1	1	414	0	1	15	30	0
1301152	10329:2:1	1	140	30	1	1	414	0	1	15	30	0
1301153	10330:2:1	1	196	30	1	1	414	0	1	15	30	0
1301154	10332:2:1	1	168	50	1	1	414	0	1	15	30	0
1301155	10333:2:1	1	168	50	1	1	414	0	1	15	30	0
1301156	10334:2:1	1	168	50	1	1	414	0	1	15	30	0
1301157	10335:2:1	1	144	50	1	1	414	0	1	15	30	0
1301158	10337:2:1	1	144	50	1	1	414	0	1	15	30	0
1301159	10338:2:1	1	120	50	1	1	414	0	1	15	30	0
1301160	10339:2:1	1	120	50	1	1	414	0	1	15	30	0
1301161	10340:2:1	1	168	50	1	1	414	0	1	15	30	0
1301162	10342:2:1	1	140	100	1	1	414	0	1	15	30	0
1301163	10343:2:1	1	140	100	1	1	414	0	1	15	30	0
1301164	10344:2:1	1	140	100	1	1	414	0	1	15	30	0
1301165	10345:2:1	1	120	100	1	1	414	0	1	15	30	0
1301166	10347:2:1	1	120	100	1	1	414	0	1	15	30	0
1301167	10348:2:1	1	100	100	1	1	414	0	1	15	30	0
1301168	10349:2:1	1	100	100	1	1	414	0	1	15	30	0
1301169	10350:2:1	1	140	100	1	1	414	0	1	15	30	0
1301170	10352:2:1	1	112	150	1	1	414	0	1	15	30	0
1301171	10353:2:1	1	112	150	1	1	414	0	1	15	30	0
1301172	10354:2:1	1	112	150	1	1	414	0	1	15	30	0
1301173	10355:2:1	1	96	150	1	1	414	0	1	15	30	0
1301174	10357:2:1	1	96	150	1	1	414	0	1	15	30	0
1301175	10358:2:1	1	80	150	1	1	414	0	1	15	30	0
1301176	10359:2:1	1	80	150	1	1	414	0	1	15	30	0
1301177	10360:2:1	1	112	150	1	1	414	0	1	15	30	0
1301178	10362:2:1	1	56	200	1	1	414	0	1	15	30	0
1301179	10363:2:1	1	56	200	1	1	414	0	1	15	30	0
1301180	10364:2:1	1	56	200	1	1	414	0	1	15	30	0
1301181	10365:2:1	1	48	200	1	1	414	0	1	15	30	0
1301182	10367:2:1	1	48	200	1	1	414	0	1	15	30	0
1301183	10368:2:1	1	40	200	1	1	414	0	1	15	30	0
1301184	10369:2:1	1	40	200	1	1	414	0	1	15	30	0
1301185	10370:2:1	1	56	200	1	1	414	0	1	15	30	0
1301186	10372:2:1	1	42	250	1	1	414	8	1	15	30	0
1301187	10373:2:1	1	42	250	1	1	414	0	1	15	30	0
1301188	10374:2:1	1	42	250	1	1	414	0	1	15	30	0
1301189	10375:2:1	1	36	250	1	1	414	0	1	15	30	0
1301190	10377:2:1	1	36	250	1	1	414	11	1	15	30	0
1301191	10378:2:1	1	30	250	1	1	414	9	1	15	30	0
1301192	10379:2:1	1	30	250	1	1	414	12	1	15	30	0
1301193	10380:2:1	1	42	250	1	1	414	0	1	15	30	0
1310001	20002:2:1	10	1	100	1	1	414	0	1	15	30	0
1310002	20003:2:1	10	1	100	1	1	414	0	1	15	30	0
1310003	20004:2:1	10	1	100	1	1	414	0	1	15	30	0
1310004	20006:2:1	10	1	100	1	1	414	0	1	15	30	0
1310005	20007:2:1	10	1	100	1	1	414	0	1	15	30	0
1310006	20008:2:1	10	1	100	1	1	414	0	1	15	30	0
1310007	10272:2:1	10	1	0	1	0	0	0	1	15	30	1
1310008	10273:2:1	10	1	0	1	0	0	0	1	15	30	1
1310009	10274:2:1	10	1	0	1	0	0	0	1	15	30	1
1310010	10275:2:1	10	1	0	1	0	0	0	1	15	30	1
1310011	10277:2:1	10	1	0	1	0	0	0	1	15	30	1
1310012	10278:2:1	10	1	0	1	0	0	0	1	15	30	1
1310013	10279:2:1	10	1	0	1	0	0	0	1	15	30	1
1310014	10280:2:1	10	1	0	1	0	0	0	1	15	30	1
1401001	100:1:1	1	300000	0	1	0	0	0	1	31	60	0
1401002	101:1:1	1	400000	0	1	0	0	0	1	31	60	0
1401003	102:1:1	1	200000	0	1	0	0	0	1	31	60	0
1401004	103:1:1	1	40000	0	1	0	0	0	1	31	60	0
1401005	104:1:1	1	8000	0	1	0	0	0	1	31	60	0
1401006	105:1:1	1	2000	0	1	1	0	0	1	31	60	0
1401007	106:1:1	1	600	0	1	1	414	0	1	31	60	0
1401008	107:1:1	1	300	0	1	1	414	17	1	31	60	0
1401009	150:1:1	1	300000	0	1	0	0	0	1	31	60	0
1401010	151:1:1	1	400000	0	1	0	0	0	1	31	60	0
1401011	152:1:1	1	150000	0	1	0	0	0	1	31	60	0
1401012	153:1:1	1	60000	0	1	0	0	0	1	31	60	0
1401013	154:1:1	1	15000	0	1	0	0	0	1	31	60	0
1401014	155:1:1	1	3000	0	1	1	0	0	1	31	60	0
1401015	156:1:1	1	900	0	1	1	414	0	1	31	60	0
1401016	157:1:1	1	450	0	1	1	414	0	1	31	60	0
1401017	565:1:1	1	55200	0	1	0	0	18	1	31	60	0
1401018	20001:2:1	1	200	200	1	1	414	13	1	31	60	0
1401019	20002:2:1	1	600	100	1	1	414	1	1	31	60	0
1401020	20003:2:1	1	600	100	1	1	414	2	1	31	60	0
1401021	20004:2:1	1	600	100	1	1	414	3	1	31	60	0
1401022	20005:2:1	1	200	200	1	1	414	14	1	31	60	0
1401023	20006:2:1	1	600	100	1	1	414	4	1	31	60	0
1401024	20007:2:1	1	600	100	1	1	414	5	1	31	60	0
1401025	20008:2:1	1	600	100	1	1	414	6	1	31	60	0
1401026	10151:2:1	1	4000	0	1	0	0	0	1	31	60	0
1401027	10156:2:1	1	6000	0	1	0	0	0	1	31	60	0
1401028	10161:2:1	1	4000	0	1	0	0	0	1	31	60	0
1401029	10166:2:1	1	6000	0	1	0	0	0	1	31	60	0
1401030	10171:2:1	1	4000	0	1	1	0	0	1	31	60	0
1401031	10176:2:1	1	6000	0	1	1	0	0	1	31	60	0
1401032	10181:2:1	1	1600	0	1	1	0	0	1	31	60	0
1401033	10186:2:1	1	2400	0	1	1	0	0	1	31	60	0
1401034	10191:2:1	1	1200	0	1	1	0	0	1	31	60	0
1401035	10196:2:1	1	1800	0	1	1	0	0	1	31	60	0
1401036	10201:2:1	1	760	0	1	1	414	0	1	31	60	1
1401037	10206:2:1	1	1140	0	1	1	414	0	1	31	60	1
1401038	10211:2:1	1	640	0	1	1	414	0	1	31	60	1
1401039	10216:2:1	1	960	0	1	1	414	0	1	31	60	1
1401040	10221:2:1	1	520	0	1	1	414	0	1	31	60	1
1401041	10226:2:1	1	780	0	1	1	414	0	1	31	60	1
1401042	10231:2:1	1	400	0	1	1	414	0	1	31	60	1
1401043	10236:2:1	1	600	0	1	1	414	0	1	31	60	1
1401044	10241:2:1	1	280	0	1	1	414	0	1	31	60	1
1401045	10246:2:1	1	420	0	1	1	414	0	1	31	60	1
1401046	10251:2:1	1	200	50	1	1	414	0	1	31	60	0
1401047	10256:2:1	1	300	50	1	1	414	0	1	31	60	0
1401048	10261:2:1	1	120	100	1	1	414	0	1	31	60	0
1401049	10266:2:1	1	180	100	1	1	414	0	1	31	60	0
1401050	10271:2:1	1	60	200	1	1	414	0	1	31	60	0
1401051	10276:2:1	1	90	200	1	1	414	0	1	31	60	0
1401052	10281:2:1	1	48	200	1	1	414	0	1	31	60	0
1401053	10286:2:1	1	72	200	1	1	414	0	1	31	60	0
1401054	10291:2:1	1	40	200	1	1	414	0	1	31	60	0
1401055	10296:2:1	1	60	200	1	1	414	0	1	31	60	0
1401056	10301:2:1	1	32	300	1	1	414	0	1	31	60	0
1401057	10306:2:1	1	48	300	1	1	414	0	1	31	60	0
1401058	10311:2:1	1	24	300	1	1	414	7	1	31	60	0
1401059	10316:2:1	1	36	300	1	1	414	10	1	31	60	0
1402001	10202:2:1	2	1820	0	1	0	0	0	1	31	60	0
1402002	10203:2:1	2	1820	0	1	0	0	0	1	31	60	0
1402003	10204:2:1	2	1820	0	1	0	0	0	1	31	60	0
1402004	10205:2:1	2	1560	0	1	0	0	0	1	31	60	0
1402005	10207:2:1	2	1560	0	1	0	0	0	1	31	60	0
1402006	10208:2:1	2	1300	0	1	0	0	0	1	31	60	0
1402007	10209:2:1	2	1300	0	1	0	0	0	1	31	60	0
1402008	10210:2:1	2	1820	0	1	0	0	0	1	31	60	0
1401060	10212:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401061	10213:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401062	10214:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401063	10215:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401064	10217:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401065	10218:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401066	10219:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401067	10220:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401068	10222:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401069	10223:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401070	10224:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401071	10225:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401072	10227:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401073	10228:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401074	10229:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401075	10230:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401076	10232:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401077	10233:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401078	10234:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401079	10235:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401080	10237:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401081	10238:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401082	10239:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401083	10240:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401084	10242:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401085	10243:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401086	10244:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401087	10245:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401088	10247:2:1	1	1560	0	1	0	0	0	1	31	60	0
1401089	10248:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401090	10249:2:1	1	1300	0	1	0	0	0	1	31	60	0
1401091	10250:2:1	1	1820	0	1	0	0	0	1	31	60	0
1401092	10252:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401093	10253:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401094	10254:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401095	10255:2:1	1	1320	0	1	1	0	0	1	31	60	0
1401096	10257:2:1	1	1320	0	1	1	0	0	1	31	60	0
1401097	10258:2:1	1	1100	0	1	1	0	0	1	31	60	0
1401098	10259:2:1	1	1100	0	1	1	0	0	1	31	60	0
1401099	10260:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401100	10262:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401101	10263:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401102	10264:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401103	10265:2:1	1	1320	0	1	1	0	0	1	31	60	0
1401104	10267:2:1	1	1320	0	1	1	0	0	1	31	60	0
1401105	10268:2:1	1	1100	0	1	1	0	0	1	31	60	0
1401106	10269:2:1	1	1100	0	1	1	0	0	1	31	60	0
1401107	10270:2:1	1	1540	0	1	1	0	0	1	31	60	0
1401108	10272:2:1	1	1540	0	1	1	0	0	1	31	60	1
1401109	10273:2:1	1	1540	0	1	1	0	0	1	31	60	1
1401110	10274:2:1	1	1540	0	1	1	0	0	1	31	60	1
1401111	10275:2:1	1	1320	0	1	1	0	0	1	31	60	1
1401112	10277:2:1	1	1320	0	1	1	0	0	1	31	60	1
1401113	10278:2:1	1	1100	0	1	1	0	0	1	31	60	1
1401114	10279:2:1	1	1100	0	1	1	0	0	1	31	60	1
1401115	10280:2:1	1	1540	0	1	1	0	0	1	31	60	1
1401116	10282:2:1	1	980	0	1	1	0	0	1	31	60	1
1401117	10283:2:1	1	980	0	1	1	0	0	1	31	60	1
1401118	10284:2:1	1	980	0	1	1	0	0	1	31	60	1
1401119	10285:2:1	1	840	0	1	1	0	0	1	31	60	1
1401120	10287:2:1	1	840	0	1	1	0	0	1	31	60	1
1401121	10288:2:1	1	700	0	1	1	0	0	1	31	60	1
1401122	10289:2:1	1	700	0	1	1	0	0	1	31	60	1
1401123	10290:2:1	1	980	0	1	1	0	0	1	31	60	1
1401124	10292:2:1	1	700	0	1	1	0	0	1	31	60	1
1401125	10293:2:1	1	700	0	1	1	0	0	1	31	60	1
1401126	10294:2:1	1	700	0	1	1	0	0	1	31	60	1
1401127	10295:2:1	1	600	0	1	1	0	0	1	31	60	1
1401128	10297:2:1	1	600	0	1	1	0	0	1	31	60	1
1401129	10298:2:1	1	500	0	1	1	0	0	1	31	60	1
1401130	10299:2:1	1	500	0	1	1	0	0	1	31	60	1
1401131	10300:2:1	1	700	0	1	1	0	0	1	31	60	1
1401132	10302:2:1	1	252	0	1	1	414	0	1	31	60	1
1401133	10303:2:1	1	252	0	1	1	414	0	1	31	60	1
1401134	10304:2:1	1	252	0	1	1	414	0	1	31	60	1
1401135	10305:2:1	1	216	0	1	1	414	0	1	31	60	1
1401136	10307:2:1	1	216	0	1	1	414	0	1	31	60	1
1401137	10308:2:1	1	180	0	1	1	414	0	1	31	60	1
1401138	10309:2:1	1	180	0	1	1	414	0	1	31	60	1
1401139	10310:2:1	1	252	0	1	1	414	0	1	31	60	1
1401140	10312:2:1	1	224	0	1	1	414	0	1	31	60	1
1401141	10313:2:1	1	224	0	1	1	414	0	1	31	60	1
1401142	10314:2:1	1	224	0	1	1	414	0	1	31	60	1
1401143	10315:2:1	1	192	0	1	1	414	0	1	31	60	1
1401144	10317:2:1	1	192	0	1	1	414	0	1	31	60	1
1401145	10318:2:1	1	160	0	1	1	414	0	1	31	60	1
1401146	10319:2:1	1	160	0	1	1	414	0	1	31	60	1
1401147	10320:2:1	1	224	0	1	1	414	0	1	31	60	1
1401148	10322:2:1	1	196	0	1	1	414	0	1	31	60	0
1401149	10323:2:1	1	196	0	1	1	414	0	1	31	60	0
1401150	10324:2:1	1	196	0	1	1	414	0	1	31	60	0
1401151	10325:2:1	1	168	0	1	1	414	0	1	31	60	0
1401152	10327:2:1	1	168	0	1	1	414	0	1	31	60	0
1401153	10328:2:1	1	140	0	1	1	414	0	1	31	60	0
1401154	10329:2:1	1	140	0	1	1	414	0	1	31	60	0
1401155	10330:2:1	1	196	0	1	1	414	0	1	31	60	0
1401156	10332:2:1	1	168	50	1	1	414	0	1	31	60	0
1401157	10333:2:1	1	168	50	1	1	414	0	1	31	60	0
1401158	10334:2:1	1	168	50	1	1	414	0	1	31	60	0
1401159	10335:2:1	1	144	50	1	1	414	0	1	31	60	0
1401160	10337:2:1	1	144	50	1	1	414	0	1	31	60	0
1401161	10338:2:1	1	120	50	1	1	414	0	1	31	60	0
1401162	10339:2:1	1	120	50	1	1	414	0	1	31	60	0
1401163	10340:2:1	1	168	50	1	1	414	0	1	31	60	0
1401164	10342:2:1	1	140	100	1	1	414	0	1	31	60	0
1401165	10343:2:1	1	140	100	1	1	414	0	1	31	60	0
1401166	10344:2:1	1	140	100	1	1	414	0	1	31	60	0
1401167	10345:2:1	1	120	100	1	1	414	0	1	31	60	0
1401168	10347:2:1	1	120	100	1	1	414	0	1	31	60	0
1401169	10348:2:1	1	100	100	1	1	414	0	1	31	60	0
1401170	10349:2:1	1	100	100	1	1	414	0	1	31	60	0
1401171	10350:2:1	1	140	100	1	1	414	0	1	31	60	0
1401172	10352:2:1	1	112	150	1	1	414	0	1	31	60	0
1401173	10353:2:1	1	112	150	1	1	414	0	1	31	60	0
1401174	10354:2:1	1	112	150	1	1	414	0	1	31	60	0
1401175	10355:2:1	1	96	150	1	1	414	0	1	31	60	0
1401176	10357:2:1	1	96	150	1	1	414	0	1	31	60	0
1401177	10358:2:1	1	80	150	1	1	414	0	1	31	60	0
1401178	10359:2:1	1	80	150	1	1	414	0	1	31	60	0
1401179	10360:2:1	1	112	150	1	1	414	0	1	31	60	0
1401180	10362:2:1	1	56	200	1	1	414	0	1	31	60	0
1401181	10363:2:1	1	56	200	1	1	414	0	1	31	60	0
1401182	10364:2:1	1	56	200	1	1	414	0	1	31	60	0
1401183	10365:2:1	1	48	200	1	1	414	0	1	31	60	0
1401184	10367:2:1	1	48	200	1	1	414	0	1	31	60	0
1401185	10368:2:1	1	40	200	1	1	414	0	1	31	60	0
1401186	10369:2:1	1	40	200	1	1	414	0	1	31	60	0
1401187	10370:2:1	1	56	200	1	1	414	0	1	31	60	0
1401188	10372:2:1	1	42	200	1	1	414	0	1	31	60	0
1401189	10373:2:1	1	42	200	1	1	414	0	1	31	60	0
1401190	10374:2:1	1	42	200	1	1	414	0	1	31	60	0
1401191	10375:2:1	1	36	200	1	1	414	0	1	31	60	0
1401192	10377:2:1	1	36	200	1	1	414	0	1	31	60	0
1401193	10378:2:1	1	30	200	1	1	414	0	1	31	60	0
1401194	10379:2:1	1	30	200	1	1	414	0	1	31	60	0
1401195	10380:2:1	1	42	200	1	1	414	0	1	31	60	0
1401196	10382:2:1	1	28	300	1	1	414	8	1	31	60	0
1401197	10383:2:1	1	28	300	1	1	414	0	1	31	60	0
1401198	10384:2:1	1	28	300	1	1	414	0	1	31	60	0
1401199	10385:2:1	1	24	300	1	1	414	0	1	31	60	0
1401200	10387:2:1	1	24	300	1	1	414	11	1	31	60	0
1401201	10388:2:1	1	20	300	1	1	414	9	1	31	60	0
1401202	10389:2:1	1	20	300	1	1	414	12	1	31	60	0
1401203	10390:2:1	1	28	300	1	1	414	0	1	31	60	0
1410001	20002:2:1	10	1	100	1	1	414	0	1	31	60	0
1410002	20003:2:1	10	1	100	1	1	414	0	1	31	60	0
1410003	20004:2:1	10	1	100	1	1	414	0	1	31	60	0
1410004	20006:2:1	10	1	100	1	1	414	0	1	31	60	0
1410005	20007:2:1	10	1	100	1	1	414	0	1	31	60	0
1410006	20008:2:1	10	1	100	1	1	414	0	1	31	60	0
1410007	10282:2:1	10	1	0	1	0	0	0	1	31	60	1
1410008	10283:2:1	10	1	0	1	0	0	0	1	31	60	1
1410009	10284:2:1	10	1	0	1	0	0	0	1	31	60	1
