INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT
1017	变异蛇人	1017	292	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	210	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1017	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1018	地下盗贼	1018	292	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	213	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1018	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1019	地下剑客	1019	292	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	214	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1019	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1020	宫殿斧兵	1020	292	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	217	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1020	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1021	宫殿战士	1021	292	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	212	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1021	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1022	亡魂法师	1022	293	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	202	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1022	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1023	地下骷髅	1023	293	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	208	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1023	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1024	变异蛇人	1024	293	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	210	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1024	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1025	地下盗贼	1025	293	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	213	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1025	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1026	地下剑客	1026	293	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	214	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1026	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1027	宫殿斧兵	1027	293	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	217	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1027	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1028	宫殿战士	1028	293	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	212	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1028	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1029	亡魂法师	1029	294	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	202	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1029	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1030	地下骷髅	1030	294	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	208	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1030	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1031	变异蛇人	1031	294	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	210	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1031	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1032	地下盗贼	1032	294	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	213	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1032	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1033	地下剑客	1033	294	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	214	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1033	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1034	宫殿斧兵	1034	294	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	217	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1034	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1035	宫殿战士	1035	294	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	212	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1035	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1036	亡魂法师	1036	295	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	202	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1036	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1037	地下骷髅	1037	295	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	208	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1037	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1038	变异蛇人	1038	295	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	210	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1038	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1039	地下盗贼	1039	295	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	213	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1039	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1040	地下剑客	1040	295	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	214	zjq11	0	0	-1	0	0	3	100	0	0	0	1	19	23	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1040	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1041	宫殿斧兵	1041	295	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	217	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1041	0	0	0	0	0	0	0	1		0	952:1:1:1	1
1042	宫殿战士	1042	295	1	300000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	500	2501	0	0	0	2	0	0	gw147	212	fj020	0	0	-1	0	0	3	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	600000	0	1042	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2001	嗷嗷待哺的小猪仔	0	100	1	5000	0	0	1000	1000	100	100	1000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	5	0	0	gw147	105	fj019	0	0	-1	0	0	0	100	0	0	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	200	0xe60012	0	1:1	1	1	-1	-1	1	0	5000	0	2001	0	0	0	0	0	0	0	0		0	952:1:1:1	0
2002	嗷嗷待产的大金猪	0	100	1	300000	0	0	1500	1500	100	100	1000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	5	0	0	gw147	107	fj019	0	0	-1	0	0	2	100	0	0	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	200	0xe60012	0	1:1	1	1	-1	-1	1	0	300000	0	2002	0	0	0	0	0	0	0	0		0	952:1:1:1	0
2013	走失的小银猪	0	100	1	5000	0	0	1000	1000	100	100	1000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	5	0	0	gw147	105	fj019	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	200	0xe60012	0	1:1	1	1	-1	-1	1	0	5000	0	2013	0	0	0	0	0	0	0	0		0	952:1:1:1	0
2014	邪恶宝箱·初级	0	1000	2	50000000	0	0	50000	50000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	127	zjg23	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	1	1	-1	-1	1	0	150000000	1	2014	0	0	0	0	0	0	0	1		0	952:1:4:1	1
2015	元素图腾使者	0	100	1	20000	0	0	1000	1000	100	100	1000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	6000000	2502	0	0	0	201	0	0	gw147	12	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	1000	0xe60012	1	1:1	2	1	-1	-1	1	0	20000	0	2015	0	0	0	0	0	0	0	0		0	952:1:1:1	0
2016	宝箱盗贼·初级	0	1200	2	100000000	0	0	80000	80000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	128	zjq11	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	60	1	-1	-1	1	0	300000000	1	2016	0	0	0	0	0	0	0	1		0	952:1:5:1	1
2017	邪恶宝箱·高级	0	1500	3	300000000	0	0	220000	220000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	127	fj019	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	100	1	-1	-1	1	0	900000000	1	2017	0	0	0	0	0	0	0	1		0	952:1:6:1	1
2018	宝箱盗贼·高级	0	1900	3	400000000	0	0	300000	300000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	128	fj020	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	140	1	-1	-1	1	0	1200000000	1	2018	0	0	0	0	0	0	0	1		0	952:1:10:1	1
2019	邪恶宝箱·超级	0	2400	3	700000000	0	0	800000	800000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	127	fj020	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	260	1	-1	-1	1	0	2000000000	1	2019	0	0	0	0	0	0	0	1		0	952:1:25:1	1
2020	宝箱盗贼·超级	0	3000	3	1000000000	0	0	1200000	1200000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	128	fj020	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	380	1	-1	-1	1	0	3000000000	1	2020	0	0	0	0	0	0	0	1		0	952:1:30:1	1
2021	巨熊守卫	0	100	1	1000000	0	0	1000	1000	100	100	1000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	12	fj022	0	0	-1	0	0	0	100	0	0	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	3000000	0	2021	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2022	恶魔刺杀者	0	1200	2	40000000	0	0	200000	200000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	201	0	0	gw147	119	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	0	1	-1	-1	1	0	120000000	0	2022	0	0	0	0	0	0	0	1		0	952:1:5:1	1
2023	巨熊守卫	0	100	1	5000000	0	0	20000	20000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	12	fj022	0	0	-1	0	0	0	100	0	0	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	15000000	0	2023	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2024	地狱骑士	0	2000	3	100000000	0	0	600000	600000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	201	0	0	gw147	123	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	0	1	-1	-1	1	0	300000000	0	2024	0	0	0	0	0	0	0	1		0	952:1:20:1	1
2025	巨熊守卫	0	100	2	10000000	0	0	50000	50000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	12	zjg23	0	0	-1	0	0	0	100	0	0	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	30000000	0	2025	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2026	幻灭之王	0	3000	3	200000000	0	0	2000000	2000000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	201	0	0	gw147	514	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	0	1	-1	-1	1	0	600000000	0	2026	0	0	0	0	0	0	0	1		0	952:1:30:1	1
2027	走失的小金猪	0	100	1	10000	0	0	1000	1000	100	100	1000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	5	0	0	gw147	106	fj019	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	200	0xe60012	0	1:1	0	1	-1	-1	1	0	10000	0	2027	0	0	0	0	0	0	0	0		0	952:1:1:1	0
2028	城主雕像	0	9999	1	300000	0	0	1000	1000	100	100	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	18000000	2502	0	0	0	5	0	0	gw147	306	fj019	0	0	-1	0	0	0	100	1	1	1	1	63	188	无	0	1	0	1	1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1000	0xe60012	0	150:180	0	1	-1	-1	1	0	300000	0	2028	0	0	0	0	0	0	0	0		0	952:1:30:1	0
2029	邪恶宝箱·灵羽	0	2400	3	1000000000	0	0	800000	1000000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	127	fj020	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	260	1	-1	-1	1	0	3000000000	0	2029	0	0	0	0	0	0	0	1		0	952:1:25:1	1
2030	宝箱盗贼·灵羽	0	3000	3	1500000000	0	0	1200000	2000000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	128	fj020	0	0	-1	0	0	0	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	380	1	-1	-1	1	0	4500000000	0	2030	0	0	0	0	0	0	0	1		0	952:1:30:1	1
2031	巨熊守卫	0	100	2	30000000	0	0	50000	50000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	12	zjg23	0	0	-1	0	0	0	100	0	0	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	100000000	0	2031	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2032	灵羽·混沌守卫	0	3000	3	500000000	0	0	2000000	2000000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1200000	2502	0	0	0	201	0	0	gw147	136	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	150:180	0	1	-1	-1	1	0	1500000000	0	2032	0	0	0	0	0	0	0	1		0	952:1:30:1	1
2033	虚位以待	0	1	1	3000000	0	0	1000	1000	100	100	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	18000000	2502	0	0	0	5	0	0	gw147	307	fj019	0	0	-1	0	0	0	100	1	1	1	0	63	188	无	0	1	0	1	1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1000	0xe60012	0	150:180	0	1	kuafu_King	80	1	0	3000000	0	2033	0	0	0	0	0	0	0	0		0	952:1:1:1	0
2101	1层极限守卫	0	150	1	500000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	20000	2501	0	0	0	201	0	0	gw147	216	fj020	0	0	-1	0	0	0	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	1000000	0	2101	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2102	2层极限守卫	0	300	1	1000000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	20000	2501	0	0	0	201	0	0	gw147	216	fj020	0	0	-1	0	0	0	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	2000000	0	2102	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2103	3层极限守卫	0	400	1	1500000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	20000	2501	0	0	0	201	0	0	gw147	216	fj020	0	0	-1	0	0	0	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	3000000	0	2103	0	0	0	0	0	0	0	1		0	952:1:1:1	1
2104	4层极限守卫	0	500	1	2500000	0	0	1	1	100	100	100000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	20000	2501	0	0	0	201	0	0	gw147	216	fj020	0	0	-1	0	0	0	100	0	0	0	1	20	170	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	1:1	0	1	-1	-1	1	0	5000000	0	2104	0	0	0	0	0	0	0	1		0	952:1:1:1	1
