INT	INT	STRING	STRING	STRING	STRING	STRING
3157	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3161	1	3:10000	2:0|46:4000|602:6000	101:0|126:4000|604:6000	1021:10000	1001:10000
3162	1	3:10000	2:0|46:4000|602:6000	101:0|126:4000|604:6000	1021:10000	1001:10000
3163	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3164	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3165	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3166	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3167	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3171	1	3:10000	2:0|46:4000|602:6000	101:0|126:4000|604:6000	1021:10000	1001:10000
3172	1	3:10000	2:0|46:4000|602:6000	101:0|126:4000|604:6000	1021:10000	1001:10000
3173	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3174	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3175	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3176	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3177	1	3:10000	221:0|266:4000|602:6000	281:0|326:4000|604:6000	1161:10000	1141:10000
3151	2	3:10000	2:1000|46:5000|602:4000	101:1000|126:5000|604:4000	1021:10000	1001:10000
3152	2	3:10000	2:1000|46:5000|602:4000	101:1000|126:5000|604:4000	1021:10000	1001:10000
3153	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3154	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3155	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3156	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3157	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3161	2	3:10000	2:1000|46:5000|602:4000	101:1000|126:5000|604:4000	1021:10000	1001:10000
3162	2	3:10000	2:1000|46:5000|602:4000	101:1000|126:5000|604:4000	1021:10000	1001:10000
3163	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3164	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3165	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3166	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3167	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3171	2	3:10000	2:1000|46:5000|602:4000	101:1000|126:5000|604:4000	1021:10000	1001:10000
3172	2	3:10000	2:1000|46:5000|602:4000	101:1000|126:5000|604:4000	1021:10000	1001:10000
3173	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3174	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3175	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3176	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3177	2	3:10000	221:1000|266:5000|602:4000	281:1000|326:5000|604:4000	1161:10000	1141:10000
3151	3	3:10000	2:2000|46:6000|602:2000	101:2000|126:6000|604:2000	1021:10000	1001:10000
3152	3	3:10000	2:2000|46:6000|602:2000	101:2000|126:6000|604:2000	1021:10000	1001:10000
3153	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3154	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3155	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3156	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3157	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3161	3	3:10000	2:2000|46:6000|602:2000	101:2000|126:6000|604:2000	1021:10000	1001:10000
3162	3	3:10000	2:2000|46:6000|602:2000	101:2000|126:6000|604:2000	1021:10000	1001:10000
3163	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3164	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3165	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3166	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3167	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3171	3	3:10000	2:2000|46:6000|602:2000	101:2000|126:6000|604:2000	1021:10000	1001:10000
3172	3	3:10000	2:2000|46:6000|602:2000	101:2000|126:6000|604:2000	1021:10000	1001:10000
3173	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3174	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3175	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3176	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3177	3	3:10000	221:2000|266:6000|602:2000	281:2000|326:6000|604:2000	1161:10000	1141:10000
3151	4	3:10000	2:3000|46:7000|602:0	101:3000|126:7000|604:0	1021:10000	1001:10000
3152	4	3:10000	2:3000|46:7000|602:0	101:3000|126:7000|604:0	1021:10000	1001:10000
3153	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3154	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3155	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3156	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3157	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3161	4	3:10000	2:3000|46:7000|602:0	101:3000|126:7000|604:0	1021:10000	1001:10000
3162	4	3:10000	2:3000|46:7000|602:0	101:3000|126:7000|604:0	1021:10000	1001:10000
3163	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3164	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3165	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3166	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3167	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3171	4	3:10000	2:3000|46:7000|602:0	101:3000|126:7000|604:0	1021:10000	1001:10000
3172	4	3:10000	2:3000|46:7000|602:0	101:3000|126:7000|604:0	1021:10000	1001:10000
3173	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3174	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3175	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3176	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3177	4	3:10000	221:3000|266:7000|602:0	281:3000|326:7000|604:0	1161:10000	1141:10000
3151	5	4:10000	2:10000|46:0|602:0	101:10000|126:0|604:0	1021:10000	1001:10000
3152	5	4:10000	2:10000|46:0|602:0	101:10000|126:0|604:0	1021:10000	1001:10000
3153	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3154	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3155	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3156	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3157	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3161	5	4:10000	2:10000|46:0|602:0	101:10000|126:0|604:0	1021:10000	1001:10000
3162	5	4:10000	2:10000|46:0|602:0	101:10000|126:0|604:0	1021:10000	1001:10000
3163	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3164	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3165	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3166	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3167	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3171	5	4:10000	2:10000|46:0|602:0	101:10000|126:0|604:0	1021:10000	1001:10000
3172	5	4:10000	2:10000|46:0|602:0	101:10000|126:0|604:0	1021:10000	1001:10000
3173	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3174	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3175	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3176	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
3177	5	4:10000	221:10000|266:0|602:0	281:10000|326:0|604:0	1161:10000	1141:10000
2181	1	1:10000	1:0|27:0|601:10000	101:0|127:0|604:10000	-1	-1
2182	1	1:10000	1:0|27:0|601:10000	101:0|127:0|604:10000	-1	-1
2183	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2184	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2185	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2186	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2187	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2191	1	1:10000	1:0|27:0|601:10000	101:0|127:0|604:10000	-1	-1
2192	1	1:10000	1:0|27:0|601:10000	101:0|127:0|604:10000	-1	-1
2193	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2194	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2195	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2196	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2197	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2201	1	1:10000	1:0|27:0|601:10000	101:0|127:0|604:10000	-1	-1
2202	1	1:10000	1:0|27:0|601:10000	101:0|127:0|604:10000	-1	-1
2203	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2204	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2205	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2206	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2207	1	1:10000	201:0|247:0|601:10000	281:0|327:0|604:10000	-1	-1
2181	2	1:10000	1:0|27:10000|601:0	101:0|127:10000|604:0	-1	-1
2182	2	1:10000	1:0|27:10000|601:0	101:0|127:10000|604:0	-1	-1
2183	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2184	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2185	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2186	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2187	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2191	2	1:10000	1:0|27:10000|601:0	101:0|127:10000|604:0	-1	-1
2192	2	1:10000	1:0|27:10000|601:0	101:0|127:10000|604:0	-1	-1
2193	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2194	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2195	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2196	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2197	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2201	2	1:10000	1:0|27:10000|601:0	101:0|127:10000|604:0	-1	-1
2202	2	1:10000	1:0|27:10000|601:0	101:0|127:10000|604:0	-1	-1
2203	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2204	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2205	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2206	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2207	2	1:10000	201:0|247:10000|601:0	281:0|327:10000|604:0	-1	-1
2181	3	1:5000|2:5000	1:1000|27:3000|601:6000	101:1000|127:3000|604:6000	-1	-1
2182	3	1:5000|2:5000	1:1000|27:3000|601:6000	101:1000|127:3000|604:6000	-1	-1
2183	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2184	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2185	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2186	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2187	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2191	3	1:5000|2:5000	1:1000|27:3000|601:6000	101:1000|127:3000|604:6000	-1	-1
2192	3	1:5000|2:5000	1:1000|27:3000|601:6000	101:1000|127:3000|604:6000	-1	-1
2193	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2194	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2195	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2196	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2197	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2201	3	1:5000|2:5000	1:1000|27:3000|601:6000	101:1000|127:3000|604:6000	-1	-1
2202	3	1:5000|2:5000	1:1000|27:3000|601:6000	101:1000|127:3000|604:6000	-1	-1
2203	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2204	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2205	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2206	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2207	3	1:5000|2:5000	201:1000|247:3000|601:6000	281:1000|327:3000|604:6000	-1	-1
2181	4	1:5000|2:5000	1:3000|27:3000|601:4000	101:3000|127:3000|604:4000	-1	-1
2182	4	1:5000|2:5000	1:3000|27:3000|601:4000	101:3000|127:3000|604:4000	-1	-1
2183	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2184	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2185	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2186	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2187	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2191	4	1:5000|2:5000	1:3000|27:3000|601:4000	101:3000|127:3000|604:4000	-1	-1
2192	4	1:5000|2:5000	1:3000|27:3000|601:4000	101:3000|127:3000|604:4000	-1	-1
2193	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2194	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2195	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2196	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2197	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2201	4	1:5000|2:5000	1:3000|27:3000|601:4000	101:3000|127:3000|604:4000	-1	-1
2202	4	1:5000|2:5000	1:3000|27:3000|601:4000	101:3000|127:3000|604:4000	-1	-1
2203	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2204	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2205	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2206	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2207	4	1:5000|2:5000	201:3000|247:3000|601:4000	281:3000|327:3000|604:4000	-1	-1
2181	5	2:10000	1:5000|27:5000|601:0	101:5000|127:5000|604:0	-1	-1
2182	5	2:10000	1:5000|27:5000|601:0	101:5000|127:5000|604:0	-1	-1
2183	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2184	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2185	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2186	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2187	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2191	5	2:10000	1:5000|27:5000|601:0	101:5000|127:5000|604:0	-1	-1
2192	5	2:10000	1:5000|27:5000|601:0	101:5000|127:5000|604:0	-1	-1
2193	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2194	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2195	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2196	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2197	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2201	5	2:10000	1:5000|27:5000|601:0	101:5000|127:5000|604:0	-1	-1
2202	5	2:10000	1:5000|27:5000|601:0	101:5000|127:5000|604:0	-1	-1
2203	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2204	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2205	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2206	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
2207	5	2:10000	201:5000|247:5000|601:0	281:5000|327:5000|604:0	-1	-1
3181	1	3:10000	2:0|47:4000|602:6000	101:0|127:4000|604:6000	1021:10000	1001:10000
3182	1	3:10000	2:0|47:4000|602:6000	101:0|127:4000|604:6000	1021:10000	1001:10000
3183	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3184	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3185	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3186	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3187	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3191	1	3:10000	2:0|47:4000|602:6000	101:0|127:4000|604:6000	1021:10000	1001:10000
3192	1	3:10000	2:0|47:4000|602:6000	101:0|127:4000|604:6000	1021:10000	1001:10000
3193	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3194	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3195	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3196	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3197	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3201	1	3:10000	2:0|47:4000|602:6000	101:0|127:4000|604:6000	1021:10000	1001:10000
3202	1	3:10000	2:0|47:4000|602:6000	101:0|127:4000|604:6000	1021:10000	1001:10000
3203	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3204	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3205	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3206	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3207	1	3:10000	221:0|267:4000|602:6000	281:0|327:4000|604:6000	1161:10000	1141:10000
3181	2	3:10000	2:1000|47:5000|602:4000	101:1000|127:5000|604:4000	1021:10000	1001:10000
3182	2	3:10000	2:1000|47:5000|602:4000	101:1000|127:5000|604:4000	1021:10000	1001:10000
3183	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3184	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3185	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3186	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3187	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3191	2	3:10000	2:1000|47:5000|602:4000	101:1000|127:5000|604:4000	1021:10000	1001:10000
3192	2	3:10000	2:1000|47:5000|602:4000	101:1000|127:5000|604:4000	1021:10000	1001:10000
3193	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3194	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3195	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3196	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3197	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3201	2	3:10000	2:1000|47:5000|602:4000	101:1000|127:5000|604:4000	1021:10000	1001:10000
3202	2	3:10000	2:1000|47:5000|602:4000	101:1000|127:5000|604:4000	1021:10000	1001:10000
3203	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3204	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3205	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3206	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3207	2	3:10000	221:1000|267:5000|602:4000	281:1000|327:5000|604:4000	1161:10000	1141:10000
3181	3	3:10000	2:2000|47:6000|602:2000	101:2000|127:6000|604:2000	1021:10000	1001:10000
3182	3	3:10000	2:2000|47:6000|602:2000	101:2000|127:6000|604:2000	1021:10000	1001:10000
3183	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3184	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3185	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3186	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3187	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3191	3	3:10000	2:2000|47:6000|602:2000	101:2000|127:6000|604:2000	1021:10000	1001:10000
3192	3	3:10000	2:2000|47:6000|602:2000	101:2000|127:6000|604:2000	1021:10000	1001:10000
3193	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3194	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3195	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3196	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3197	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3201	3	3:10000	2:2000|47:6000|602:2000	101:2000|127:6000|604:2000	1021:10000	1001:10000
3202	3	3:10000	2:2000|47:6000|602:2000	101:2000|127:6000|604:2000	1021:10000	1001:10000
3203	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3204	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3205	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3206	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3207	3	3:10000	221:2000|267:6000|602:2000	281:2000|327:6000|604:2000	1161:10000	1141:10000
3181	4	3:10000	2:3000|47:7000|602:0	101:3000|127:7000|604:0	1021:10000	1001:10000
3182	4	3:10000	2:3000|47:7000|602:0	101:3000|127:7000|604:0	1021:10000	1001:10000
3183	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3184	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3185	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3186	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3187	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3191	4	3:10000	2:3000|47:7000|602:0	101:3000|127:7000|604:0	1021:10000	1001:10000
3192	4	3:10000	2:3000|47:7000|602:0	101:3000|127:7000|604:0	1021:10000	1001:10000
3193	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3194	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3195	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3196	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3197	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3201	4	3:10000	2:3000|47:7000|602:0	101:3000|127:7000|604:0	1021:10000	1001:10000
3202	4	3:10000	2:3000|47:7000|602:0	101:3000|127:7000|604:0	1021:10000	1001:10000
3203	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3204	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
