INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT
6034	日圆诀Lv34	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6035	日圆诀Lv35	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6036	日圆诀Lv36	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6037	日圆诀Lv37	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6038	日圆诀Lv38	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6039	日圆诀Lv39	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6040	日圆诀Lv40	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6041	日圆诀Lv41	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6042	日圆诀Lv42	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6043	日圆诀Lv43	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6044	日圆诀Lv44	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6045	日圆诀Lv45	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6046	日圆诀Lv46	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6047	日圆诀Lv47	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6048	日圆诀Lv48	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6049	日圆诀Lv49	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6050	日圆诀Lv50	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6051	日圆诀Lv51	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6052	日圆诀Lv52	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6053	日圆诀Lv53	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6054	日圆诀Lv54	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6055	日圆诀Lv55	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6056	日圆诀Lv56	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6057	日圆诀Lv57	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6058	日圆诀Lv58	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6059	日圆诀Lv59	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6060	日圆诀Lv60	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6061	日圆诀Lv61	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6062	日圆诀Lv62	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6063	日圆诀Lv63	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6064	日圆诀Lv64	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6065	日圆诀Lv65	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6066	日圆诀Lv66	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6067	日圆诀Lv67	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6068	日圆诀Lv68	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6069	日圆诀Lv69	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6070	日圆诀Lv70	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6071	日圆诀Lv71	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6072	日圆诀Lv72	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6073	日圆诀Lv73	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6074	日圆诀Lv74	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6075	日圆诀Lv75	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6076	日圆诀Lv76	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6077	日圆诀Lv77	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6078	日圆诀Lv78	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6079	日圆诀Lv79	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6080	日圆诀Lv80	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6081	日圆诀Lv81	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6082	日圆诀Lv82	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6083	日圆诀Lv83	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6084	日圆诀Lv84	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6085	日圆诀Lv85	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6086	日圆诀Lv86	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6087	日圆诀Lv87	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6088	日圆诀Lv88	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6089	日圆诀Lv89	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6090	日圆诀Lv90	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6091	日圆诀Lv91	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6092	日圆诀Lv92	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6093	日圆诀Lv93	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6094	日圆诀Lv94	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6095	日圆诀Lv95	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6096	日圆诀Lv96	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6097	日圆诀Lv97	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6098	日圆诀Lv98	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6099	日圆诀Lv99	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6100	日圆诀Lv100	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6101	月缺诀Lv1	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6102	月缺诀Lv2	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6103	月缺诀Lv3	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6104	月缺诀Lv4	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6105	月缺诀Lv5	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6106	月缺诀Lv6	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6107	月缺诀Lv7	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6108	月缺诀Lv8	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6109	月缺诀Lv9	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6110	月缺诀Lv10	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6111	月缺诀Lv11	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6112	月缺诀Lv12	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6113	月缺诀Lv13	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6114	月缺诀Lv14	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6115	月缺诀Lv15	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6116	月缺诀Lv16	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6117	月缺诀Lv17	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6118	月缺诀Lv18	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6119	月缺诀Lv19	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6120	月缺诀Lv20	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6121	月缺诀Lv21	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6122	月缺诀Lv22	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6123	月缺诀Lv23	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6124	月缺诀Lv24	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6125	月缺诀Lv25	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6126	月缺诀Lv26	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6127	月缺诀Lv27	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6128	月缺诀Lv28	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6129	月缺诀Lv29	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
