INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT
3608	3601	1	8	阴影标记Lv8	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-380	50	1	0	1	896	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3609	3601	1	9	阴影标记Lv9	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-417	50	1	0	1	936	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3610	3601	1	10	阴影标记Lv10	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-492	50	1	0	1	1032	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3621	3621	0	1	幻影刃Lv1	第二次伤害	0	0	110	100	0	50	0	0	1	3960	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3622	3621	0	2	幻影刃Lv2	第二次伤害	0	0	110	100	0	50	0	0	1	4320	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3623	3621	0	3	幻影刃Lv3	第二次伤害	0	0	110	100	0	50	0	0	1	4680	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3624	3621	0	4	幻影刃Lv4	第二次伤害	0	0	110	100	0	50	0	0	1	5040	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3625	3621	0	5	幻影刃Lv5	第二次伤害	0	0	110	100	0	50	0	0	1	5400	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3626	3621	0	6	幻影刃Lv6	第二次伤害	0	0	110	100	0	50	0	0	1	6180	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3627	3621	0	7	幻影刃Lv7	第二次伤害	0	0	110	100	0	50	0	0	1	6540	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3628	3621	0	8	幻影刃Lv8	第二次伤害	0	0	110	100	0	50	0	0	1	6900	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3629	3621	0	9	幻影刃Lv9	第二次伤害	0	0	110	100	0	50	0	0	1	7260	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3630	3621	0	10	幻影刃Lv10	第二次伤害	0	0	110	100	0	50	0	0	1	7980	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0
3641	3641	0	1	融入暗影Lv1	闪避率提升，持续5秒	1	0	5000	0	19:0:20	50	1	0	1	3960	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3642	3641	0	2	融入暗影Lv2	闪避率提升，持续5秒	1	0	5000	0	19:0:40	50	1	0	1	4260	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3643	3641	0	3	融入暗影Lv3	闪避率提升，持续5秒	1	0	5000	0	19:0:50	50	1	0	1	4620	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3644	3641	0	4	融入暗影Lv4	闪避率提升，持续5秒	1	0	5000	0	19:0:60	50	1	0	1	4980	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3645	3641	0	5	融入暗影Lv5	闪避率提升，持续5秒	1	0	5000	0	19:0:70	50	1	0	1	5340	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3646	3641	0	6	融入暗影Lv6	闪避率提升，持续5秒	1	0	5000	0	19:0:80	50	1	0	1	6000	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3647	3641	0	7	融入暗影Lv7	闪避率提升，持续5秒	1	0	5000	0	19:0:90	50	1	0	1	6360	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3648	3641	0	8	融入暗影Lv8	闪避率提升，持续5秒	1	0	5000	0	19:0:100	50	1	0	1	6720	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3649	3641	0	9	融入暗影Lv9	闪避率提升，持续5秒	1	0	5000	0	19:0:120	50	1	0	1	7020	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3650	3641	0	10	融入暗影Lv10	闪避率提升，持续5秒	1	0	5000	0	19:0:130	50	1	0	1	7740	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3661	3661	0	1	暗影汲取Lv1	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:216	50	1	0	1	528	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3662	3661	0	2	暗影汲取Lv2	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:319	50	1	0	1	568	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3663	3661	0	3	暗影汲取Lv3	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:421	50	1	0	1	616	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3664	3661	0	4	暗影汲取Lv4	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:524	50	1	0	1	664	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3665	3661	0	5	暗影汲取Lv5	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:626	50	1	0	1	712	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3666	3661	0	6	暗影汲取Lv6	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:831	50	1	0	1	800	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3667	3661	0	7	暗影汲取Lv7	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:934	50	1	0	1	848	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3668	3661	0	8	暗影汲取Lv8	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:1036	50	1	0	1	896	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3669	3661	0	9	暗影汲取Lv9	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:1139	50	1	0	1	936	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3670	3661	0	10	暗影汲取Lv10	造成伤害的一部分将转化为自身生命值，持续10秒	1	0	10000	0	31:0:1343	50	1	0	1	1032	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3681	3681	0	1	影缭乱Lv1	物理加成提升	1	0	10000	0	13:0:54	50	1	0	1	528	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3682	3681	0	2	影缭乱Lv2	物理加成提升	1	0	10000	0	13:0:82	50	1	0	1	568	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3683	3681	0	3	影缭乱Lv3	物理加成提升	1	0	10000	0	13:0:109	50	1	0	1	616	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3684	3681	0	4	影缭乱Lv4	物理加成提升	1	0	10000	0	13:0:136	50	1	0	1	664	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3685	3681	0	5	影缭乱Lv5	物理加成提升	1	0	10000	0	13:0:163	50	1	0	1	712	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3686	3681	0	6	影缭乱Lv6	物理加成提升	1	0	10000	0	13:0:218	50	1	0	1	800	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3687	3681	0	7	影缭乱Lv7	物理加成提升	1	0	10000	0	13:0:218	50	1	0	1	848	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3688	3681	0	8	影缭乱Lv8	物理加成提升	1	0	10000	0	13:0:245	50	1	0	1	896	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3689	3681	0	9	影缭乱Lv9	物理加成提升	1	0	10000	0	13:0:272	50	1	0	1	936	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3690	3681	0	10	影缭乱Lv10	物理加成提升	1	0	10000	0	13:0:326	50	1	0	1	1032	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4501	4501	0	1	圣光守护Lv1	提高自身2.2%闪避，持续5秒	1	0	5000	0	19:220:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4502	4501	0	2	圣光守护Lv2	提高自身3.2%闪避，持续5秒	1	0	5000	0	19:320:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4503	4501	0	3	圣光守护Lv3	提高自身4.2%闪避，持续5秒	1	0	5000	0	19:420:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4504	4501	0	4	圣光守护Lv4	提高自身5.2%闪避，持续5秒	1	0	5000	0	19:520:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4505	4501	0	5	圣光守护Lv5	提高自身6.3%闪避，持续5秒	1	0	5000	0	19:630:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4506	4501	0	6	圣光守护Lv6	提高自身8.3%闪避，持续5秒	1	0	5000	0	19:830:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4507	4501	0	7	圣光守护Lv7	提高自身9.3%闪避，持续5秒	1	0	5000	0	19:930:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4508	4501	0	8	圣光守护Lv8	提高自身10.4%闪避，持续5秒	1	0	5000	0	19:1040:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4509	4501	0	9	圣光守护Lv9	提高自身11.4%闪避，持续5秒	1	0	5000	0	19:1140:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4510	4501	0	10	圣光守护Lv10	提高自身13.4%闪避，持续5秒	1	0	5000	0	19:1340:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
4521	4521	0	1	神圣屏障Lv1	获得一个生命值上限2%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	2	0	0	1	0	-1	-1	-1	-1	0
4522	4521	0	2	神圣屏障Lv2	获得一个生命值上限3%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	3	0	0	1	0	-1	-1	-1	-1	0
4523	4521	0	3	神圣屏障Lv3	获得一个生命值上限4%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	4	0	0	1	0	-1	-1	-1	-1	0
4524	4521	0	4	神圣屏障Lv4	获得一个生命值上限5%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	5	0	0	1	0	-1	-1	-1	-1	0
4525	4521	0	5	神圣屏障Lv5	获得一个生命值上限6%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	6	0	0	1	0	-1	-1	-1	-1	0
4526	4521	0	6	神圣屏障Lv6	获得一个生命值上限7%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	7	0	0	1	0	-1	-1	-1	-1	0
4527	4521	0	7	神圣屏障Lv7	获得一个生命值上限8%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	8	0	0	1	0	-1	-1	-1	-1	0
4528	4521	0	8	神圣屏障Lv8	获得一个生命值上限9%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	9	0	0	1	0	-1	-1	-1	-1	0
4529	4521	0	9	神圣屏障Lv9	获得一个生命值上限10%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	10	0	0	1	0	-1	-1	-1	-1	0
4530	4521	0	10	神圣屏障Lv10	获得一个生命值上限11%的护盾吸收伤害，护盾持续5秒	1	7	5000	0	0	50	1	4	1	0	0	0	0	0	11	0	0	1	0	-1	-1	-1	-1	0
5001	5001	0	1	冲刺LV1	冲刺期间伤害减免提升24%	1	0	600	0	29:2400:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5002	5001	0	2	冲刺LV2	冲刺期间伤害减免提升35.4%	1	0	600	0	29:3540:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5003	5001	0	3	冲刺LV3	冲刺期间伤害减免提升46.8%	1	0	600	0	29:4680:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5004	5001	0	4	冲刺LV4	冲刺期间伤害减免提升58.2%	1	0	600	0	29:5820:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5005	5001	0	5	冲刺LV5	冲刺期间伤害减免提升69.6%	1	0	600	0	29:6960:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5006	5001	0	6	冲刺LV6	冲刺期间伤害减免提升92.3%	1	0	600	0	29:9230:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5007	5001	0	7	冲刺LV7	冲刺期间伤害减免提升103.7%	1	0	600	0	29:10370:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5008	5001	0	8	冲刺LV8	冲刺期间伤害减免提升115.1%	1	0	600	0	29:11510:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5009	5001	0	9	冲刺LV9	冲刺期间伤害减免提升126.5%	1	0	600	0	29:12650:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5010	5001	0	10	冲刺LV10	冲刺期间伤害减免提升149.3%	1	0	600	0	29:14930:0	50	1	4	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5501	5501	0	1	先祖之魂2件Lv1	提升伤害、防御、移动速度	1	0	20000	0	4:0:560|5:0:560|33:0:65|6:0:560	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5502	5501	0	2	先祖之魂2件Lv2	提升伤害、防御、移动速度	1	0	20000	0	4:0:720|5:0:720|33:0:65|6:0:720	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5503	5501	0	3	先祖之魂2件Lv3	提升伤害、防御、移动速度	1	0	20000	0	4:0:880|5:0:880|33:0:65|6:0:880	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5504	5501	0	4	先祖之魂2件Lv4	提升伤害、防御、移动速度	1	0	20000	0	4:0:1040|5:0:1040|33:0:65|6:0:1040	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5505	5501	0	5	先祖之魂2件Lv5	提升伤害、防御、移动速度	1	0	20000	0	4:0:1200|5:0:1200|33:0:65|6:0:1200	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5506	5501	0	6	先祖之魂2件Lv6	提升伤害、防御、移动速度	1	0	20000	0	4:0:1360|5:0:1360|33:0:65|6:0:1360	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5507	5501	0	7	先祖之魂2件Lv7	提升伤害、防御、移动速度	1	0	20000	0	4:0:1520|5:0:1520|33:0:65|6:0:1520	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5508	5501	0	8	先祖之魂2件Lv8	提升伤害、防御、移动速度	1	0	20000	0	4:0:1680|5:0:1680|33:0:65|6:0:1680	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5509	5501	0	9	先祖之魂2件Lv9	提升伤害、防御、移动速度	1	0	20000	0	4:0:1840|5:0:1840|33:0:65|6:0:1840	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5510	5501	0	10	先祖之魂2件Lv10	提升伤害、防御、移动速度	1	0	20000	0	4:0:2000|5:0:2000|33:0:65|6:0:2000	50	1	0	1	0	0	0	0	0	0	0	0	1	0	zhanshi1000_nan	anhei_xianzu_chuxian	anhei_xianzu_xiaoshi	-1	0
5521	5521	0	1	先祖之魂3件Lv1	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:612	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5522	5521	0	2	先祖之魂3件Lv2	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:667	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5523	5521	0	3	先祖之魂3件Lv3	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:723	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5524	5521	0	4	先祖之魂3件Lv4	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:778	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5525	5521	0	5	先祖之魂3件Lv5	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:834	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5526	5521	0	6	先祖之魂3件Lv6	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:889	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5527	5521	0	7	先祖之魂3件Lv7	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:945	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5528	5521	0	8	先祖之魂3件Lv8	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:1000	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5529	5521	0	9	先祖之魂3件Lv9	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:1056	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5530	5521	0	10	先祖之魂3件Lv10	提升格挡率、格挡值	1	0	30000	0	24:0:50|25:0:1112	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5541	5541	0	1	先祖之魂4件Lv1	提升伤害减免	1	0	30000	0	29:0:70	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5542	5541	0	2	先祖之魂4件Lv2	提升伤害减免	1	0	30000	0	29:0:90	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5543	5541	0	3	先祖之魂4件Lv3	提升伤害减免	1	0	30000	0	29:0:110	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5544	5541	0	4	先祖之魂4件Lv4	提升伤害减免	1	0	30000	0	29:0:130	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5545	5541	0	5	先祖之魂4件Lv5	提升伤害减免	1	0	30000	0	29:0:150	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5546	5541	0	6	先祖之魂4件Lv6	提升伤害减免	1	0	30000	0	29:0:170	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5547	5541	0	7	先祖之魂4件Lv7	提升伤害减免	1	0	30000	0	29:0:190	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5548	5541	0	8	先祖之魂4件Lv8	提升伤害减免	1	0	30000	0	29:0:210	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5549	5541	0	9	先祖之魂4件Lv9	提升伤害减免	1	0	30000	0	29:0:230	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5550	5541	0	10	先祖之魂4件Lv10	提升伤害减免	1	0	30000	0	29:0:250	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5601	5601	0	1	御法者2件Lv1	提升伤害、防御、移动速度	1	0	20000	0	4:0:560|5:0:560|33:0:65|6:0:560	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5602	5601	0	2	御法者2件Lv2	提升伤害、防御、移动速度	1	0	20000	0	4:0:720|5:0:720|33:0:65|6:0:720	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5603	5601	0	3	御法者2件Lv3	提升伤害、防御、移动速度	1	0	20000	0	4:0:880|5:0:880|33:0:65|6:0:880	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5604	5601	0	4	御法者2件Lv4	提升伤害、防御、移动速度	1	0	20000	0	4:0:1040|5:0:1040|33:0:65|6:0:1040	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5605	5601	0	5	御法者2件Lv5	提升伤害、防御、移动速度	1	0	20000	0	4:0:1200|5:0:1200|33:0:65|6:0:1200	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5606	5601	0	6	御法者2件Lv6	提升伤害、防御、移动速度	1	0	20000	0	4:0:1360|5:0:1360|33:0:65|6:0:1360	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5607	5601	0	7	御法者2件Lv7	提升伤害、防御、移动速度	1	0	20000	0	4:0:1520|5:0:1520|33:0:65|6:0:1520	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5608	5601	0	8	御法者2件Lv8	提升伤害、防御、移动速度	1	0	20000	0	4:0:1680|5:0:1680|33:0:65|6:0:1680	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5609	5601	0	9	御法者2件Lv9	提升伤害、防御、移动速度	1	0	20000	0	4:0:1840|5:0:1840|33:0:65|6:0:1840	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5610	5601	0	10	御法者2件Lv10	提升伤害、防御、移动速度	1	0	20000	0	4:0:2000|5:0:2000|33:0:65|6:0:2000	50	1	0	1	0	0	0	0	0	0	0	0	1	0	fashi1000_nan	anhei_yufazhe_chuxian	anhei_yufazhe_xiaoshi	-1	0
5621	5621	0	1	御法者3件Lv1	提升全元素抗性	1	0	30000	0	7:0:560|8:0:560|9:0:560|10:0:560|11:0:560|12:0:560	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5622	5621	0	2	御法者3件Lv2	提升全元素抗性	1	0	30000	0	7:0:720|8:0:720|9:0:720|10:0:720|11:0:720|12:0:720	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5623	5621	0	3	御法者3件Lv3	提升全元素抗性	1	0	30000	0	7:0:880|8:0:880|9:0:880|10:0:880|11:0:880|12:0:880	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5624	5621	0	4	御法者3件Lv4	提升全元素抗性	1	0	30000	0	7:0:1040|8:0:1040|9:0:1040|10:0:1040|11:0:1040|12:0:1040	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5625	5621	0	5	御法者3件Lv5	提升全元素抗性	1	0	30000	0	7:0:1200|8:0:1200|9:0:1200|10:0:1200|11:0:1200|12:0:1200	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5626	5621	0	6	御法者3件Lv6	提升全元素抗性	1	0	30000	0	7:0:1360|8:0:1360|9:0:1360|10:0:1360|11:0:1360|12:0:1360	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5627	5621	0	7	御法者3件Lv7	提升全元素抗性	1	0	30000	0	7:0:1520|8:0:1520|9:0:1520|10:0:1520|11:0:1520|12:0:1520	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5628	5621	0	8	御法者3件Lv8	提升全元素抗性	1	0	30000	0	7:0:1680|8:0:1680|9:0:1680|10:0:1680|11:0:1680|12:0:1680	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5629	5621	0	9	御法者3件Lv9	提升全元素抗性	1	0	30000	0	7:0:1840|8:0:1840|9:0:1840|10:0:1840|11:0:1840|12:0:1840	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5630	5621	0	10	御法者3件Lv10	提升全元素抗性	1	0	30000	0	7:0:2000|8:0:2000|9:0:2000|10:0:2000|11:0:2000|12:0:2000	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5641	5641	0	1	御法者4件Lv1	提升伤害减免	1	0	30000	0	29:0:70	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5642	5641	0	2	御法者4件Lv2	提升伤害减免	1	0	30000	0	29:0:90	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5643	5641	0	3	御法者4件Lv3	提升伤害减免	1	0	30000	0	29:0:110	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5644	5641	0	4	御法者4件Lv4	提升伤害减免	1	0	30000	0	29:0:130	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5645	5641	0	5	御法者4件Lv5	提升伤害减免	1	0	30000	0	29:0:150	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5646	5641	0	6	御法者4件Lv6	提升伤害减免	1	0	30000	0	29:0:170	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5647	5641	0	7	御法者4件Lv7	提升伤害减免	1	0	30000	0	29:0:190	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5648	5641	0	8	御法者4件Lv8	提升伤害减免	1	0	30000	0	29:0:210	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5649	5641	0	9	御法者4件Lv9	提升伤害减免	1	0	30000	0	29:0:230	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5650	5641	0	10	御法者4件Lv10	提升伤害减免	1	0	30000	0	29:0:250	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5701	5701	0	1	暗影猎杀2件Lv1	提升伤害、防御、移动速度	1	0	20000	0	4:0:560|5:0:560|33:0:65|6:0:560	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5702	5701	0	2	暗影猎杀2件Lv2	提升伤害、防御、移动速度	1	0	20000	0	4:0:720|5:0:720|33:0:65|6:0:720	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
