INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING
10049	玄火战指	7	5	5	1	1	-1	-1	60	4:46|5:116|9:14	-1	大师的杰作	20042	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|蓝色	0	0	6	60	0	0	0	0	0	-1	-1	0	4:46|5:116|9:14	0		0	8	0	0	0	0	1	-1	-1
10050	玄火靴子	5	5	5	1	1	-1	-1	60	6:80|7:200|4:40|5:100	-1	大师的杰作	20046	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|蓝色	0	0	6	60	0	0	0	0	0	-1	-1	0	6:80|7:200|4:40|5:100	0		0	8	0	0	0	0	1	-1	-1
10051	寒光战剑	0	6	6	1	2	-1	-1	400	4:253|5:633|1:25000|45:1000	-1	大师的杰作	20051	24	0	0	-1	0:zhanshi8_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|蓝色	0	0	6	400	0	0	0	0	0	-1	-1	0	4:253|5:633|1:25000|45:1000	0		0	8	0	0	0	0	1	-1	-1
10052	寒光头盔	1	6	6	1	2	-1	-1	70	4:84|5:211	-1	大师的杰作	20053	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	4:84|5:211	0		0	8	0	0	0	0	1	-1	-1
10053	寒光战手	3	6	6	1	2	-1	-1	70	4:59|5:147|6:50|7:130	-1	大师的杰作	20054	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	4:59|5:147|6:50|7:130	0		0	8	0	0	0	0	1	-1	-1
10054	寒光战戒	7	6	6	1	2	-1	-1	70	4:59|5:147|6:50|7:130	-1	大师的杰作	20052	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	4:59|5:147|6:50|7:130	0		0	8	0	0	0	0	1	-1	-1
10055	寒光腰带	4	6	6	1	2	-1	-1	70	4:50|5:126|6:101|7:253	-1	大师的杰作	20057	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	4:50|5:126|6:101|7:253	0		0	8	0	0	0	0	1	-1	-1
10056	寒光战甲	2	6	6	1	2	-1	-1	400	4:84|5:211|6:203|7:507|1:38000	-1	大师的杰作	20058	24	0	0	-1	0:zhanshi103_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|蓝色	0	0	6	400	0	0	0	0	0	-1	-1	0	4:84|5:211|6:203|7:507|1:38000	0		0	8	0	0	0	0	1	-1	-1
10057	寒光项链	6	6	6	1	2	-1	-1	70	4:84|5:211	-1	大师的杰作	20055	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	4:84|5:211	0		0	8	0	0	0	0	1	-1	-1
10058	寒光战镯	3	6	6	1	2	-1	-1	70	4:59|5:147|8:18	-1	大师的杰作	20054	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	4:59|5:147|8:18	0		0	8	0	0	0	0	1	-1	-1
10059	寒光战指	7	6	6	1	2	-1	-1	70	4:59|5:147|9:18	-1	大师的杰作	20052	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	4:59|5:147|9:18	0		0	8	0	0	0	0	1	-1	-1
10060	寒光靴子	5	6	6	1	2	-1	-1	70	6:101|7:253|4:50|5:126	-1	大师的杰作	20056	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|蓝色	0	0	6	70	0	0	0	0	0	-1	-1	0	6:101|7:253|4:50|5:126	0		0	8	0	0	0	0	1	-1	-1
10061	辉煌战剑	0	7	7	1	2	-1	-1	500	4:307|5:767|1:31000|45:1000	-1	大师的杰作	20061	24	0	0	-1	0:zhanshi8_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|蓝色	0	0	6	500	0	0	0	0	0	-1	-1	0	4:307|5:767|1:31000|45:1000	0		0	8	0	0	0	0	1	-1	-1
10062	辉煌头盔	1	7	7	1	2	-1	-1	80	4:102|5:255	-1	大师的杰作	20063	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	4:102|5:255	0		0	8	0	0	0	0	1	-1	-1
10063	辉煌战手	3	7	7	1	2	-1	-1	80	4:71|5:178|6:60|7:150	-1	大师的杰作	20064	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	4:71|5:178|6:60|7:150	0		0	8	0	0	0	0	1	-1	-1
10064	辉煌战戒	7	7	7	1	2	-1	-1	80	4:71|5:178|6:60|7:150	-1	大师的杰作	20062	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	4:71|5:178|6:60|7:150	0		0	8	0	0	0	0	1	-1	-1
10065	辉煌腰带	4	7	7	1	2	-1	-1	80	4:61|5:153|6:122|7:306	-1	大师的杰作	20067	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	4:61|5:153|6:122|7:306	0		0	8	0	0	0	0	1	-1	-1
10066	辉煌战甲	2	7	7	1	2	-1	-1	500	4:102|5:256|6:245|7:613|1:46000	-1	大师的杰作	20068	24	0	0	-1	0:zhanshi103_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|蓝色	0	0	6	500	0	0	0	0	0	-1	-1	0	4:102|5:256|6:245|7:613|1:46000	0		0	8	0	0	0	0	1	-1	-1
10067	辉煌项链	6	7	7	1	2	-1	-1	80	4:102|5:255	-1	大师的杰作	20065	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	4:102|5:255	0		0	8	0	0	0	0	1	-1	-1
10068	辉煌战镯	3	7	7	1	2	-1	-1	80	4:71|5:178|8:21	-1	大师的杰作	20064	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	4:71|5:178|8:21	0		0	8	0	0	0	0	1	-1	-1
10069	辉煌战指	7	7	7	1	2	-1	-1	80	4:71|5:178|9:21	-1	大师的杰作	20062	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	4:71|5:178|9:21	0		0	8	0	0	0	0	1	-1	-1
10070	辉煌靴子	5	7	7	1	2	-1	-1	80	6:122|7:306|4:61|5:153	-1	大师的杰作	20066	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|蓝色	0	0	6	80	0	0	0	0	0	-1	-1	0	6:122|7:306|4:61|5:153	0		0	8	0	0	0	0	1	-1	-1
10071	八荒战剑	0	8	8	1	2	-1	-1	600	4:360|5:900|1:36000|45:1100	-1	大师的杰作	20071	24	0	0	-1	0:zhanshi3_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|蓝色	0	0	6	600	0	0	0	0	0	-1	-1	0	4:360|5:900|1:36000|45:1100	0		0	8	0	0	0	0	1	-1	-1
10072	八荒头盔	1	8	8	1	2	-1	-1	90	4:120|5:300	-1	大师的杰作	20073	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	4:120|5:300	0		0	8	0	0	0	0	1	-1	-1
10073	八荒战手	3	8	8	1	2	-1	-1	90	4:84|5:210|6:70|7:180	-1	大师的杰作	20074	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	4:84|5:210|6:70|7:180	0		0	8	0	0	0	0	1	-1	-1
10074	八荒战戒	7	8	8	1	2	-1	-1	90	4:84|5:210|6:70|7:180	-1	大师的杰作	20072	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	4:84|5:210|6:70|7:180	0		0	8	0	0	0	0	1	-1	-1
10075	八荒腰带	4	8	8	1	2	-1	-1	90	4:72|5:180|6:144|7:360	-1	大师的杰作	20077	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	4:72|5:180|6:144|7:360	0		0	8	0	0	0	0	1	-1	-1
10076	八荒战甲	2	8	8	1	2	-1	-1	600	4:120|5:300|6:288|7:720|1:54000	-1	大师的杰作	20078	24	0	0	-1	0:zhanshi102_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|蓝色	0	0	6	600	0	0	0	0	0	-1	-1	0	4:120|5:300|6:288|7:720|1:54000	0		0	8	0	0	0	0	1	-1	-1
10077	八荒项链	6	8	8	1	2	-1	-1	90	4:120|5:300	-1	大师的杰作	20075	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	4:120|5:300	0		0	8	0	0	0	0	1	-1	-1
10078	八荒战镯	3	8	8	1	2	-1	-1	90	4:84|5:210|8:25	-1	大师的杰作	20074	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	4:84|5:210|8:25	0		0	8	0	0	0	0	1	-1	-1
10079	八荒战指	7	8	8	1	2	-1	-1	90	4:84|5:210|9:25	-1	大师的杰作	20072	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	4:84|5:210|9:25	0		0	8	0	0	0	0	1	-1	-1
10080	八荒靴子	5	8	8	1	2	-1	-1	90	6:144|7:360|4:72|5:180	-1	大师的杰作	20076	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|蓝色	0	0	6	90	0	0	0	0	0	-1	-1	0	6:144|7:360|4:72|5:180	0		0	8	0	0	0	0	1	-1	-1
10081	赤霄战剑	0	9	9	1	2	-1	-1	700	4:413|5:1033|1:41000|45:1200	-1	大师的杰作	20081	24	0	0	-1	0:zhanshi3_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|亮金	0	0	6	700	0	0	0	0	0	-1	-1	0	4:413|5:1033|1:41000|45:1200	0		0	8	0	0	0	0	1	-1	-1
10082	赤霄头盔	1	9	9	1	2	-1	-1	100	4:137|5:344	-1	大师的杰作	20083	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	4:137|5:344	0		0	8	0	0	0	0	1	-1	-1
10083	赤霄战手	3	9	9	1	2	-1	-1	100	4:96|5:241|6:80|7:210	-1	大师的杰作	20084	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	4:96|5:241|6:80|7:210	0		0	8	0	0	0	0	1	-1	-1
10084	赤霄战戒	7	9	9	1	2	-1	-1	100	4:96|5:241|6:80|7:210	-1	大师的杰作	20082	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	4:96|5:241|6:80|7:210	0		0	8	0	0	0	0	1	-1	-1
10085	赤霄腰带	4	9	9	1	2	-1	-1	100	4:82|5:206|6:165|7:413	-1	大师的杰作	20087	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	4:82|5:206|6:165|7:413	0		0	8	0	0	0	0	1	-1	-1
10086	赤霄战甲	2	9	9	1	2	-1	-1	700	4:138|5:344|6:331|7:827|1:62000	-1	大师的杰作	20088	24	0	0	-1	0:zhanshi102_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|亮金	0	0	6	700	0	0	0	0	0	-1	-1	0	4:138|5:344|6:331|7:827|1:62000	0		0	8	0	0	0	0	1	-1	-1
10087	赤霄项链	6	9	9	1	2	-1	-1	100	4:137|5:344	-1	大师的杰作	20085	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	4:137|5:344	0		0	8	0	0	0	0	1	-1	-1
10088	赤霄战镯	3	9	9	1	2	-1	-1	100	4:96|5:241|8:29	-1	大师的杰作	20084	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	4:96|5:241|8:29	0		0	8	0	0	0	0	1	-1	-1
10089	赤霄战指	7	9	9	1	2	-1	-1	100	4:96|5:241|9:29	-1	大师的杰作	20082	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	4:96|5:241|9:29	0		0	8	0	0	0	0	1	-1	-1
10090	赤霄靴子	5	9	9	1	2	-1	-1	100	6:165|7:413|4:82|5:206	-1	大师的杰作	20086	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|亮金	0	0	6	100	0	0	0	0	0	-1	-1	0	6:165|7:413|4:82|5:206	0		0	8	0	0	0	0	1	-1	-1
10091	星辰战剑	0	10	10	1	2	-1	-1	800	4:467|5:1167|1:47000|45:1300	-1	大师的杰作	20091	24	0	0	-1	0:zhanshi110_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|亮金	0	0	6	800	0	0	0	0	0	-1	-1	0	4:467|5:1167|1:47000|45:1300	0		0	8	0	0	0	0	1	-1	-1
10092	星辰头盔	1	10	10	1	2	-1	-1	120	4:155|5:388	-1	大师的杰作	20093	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|亮金	0	0	6	120	0	0	0	0	0	-1	-1	0	4:155|5:388	0		0	8	0	0	0	0	1	-1	-1
10093	星辰战手	3	10	10	1	2	-1	-1	120	4:108|5:272|6:90|7:230	-1	大师的杰作	20094	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|亮金	0	0	6	120	0	0	0	0	0	-1	-1	0	4:108|5:272|6:90|7:230	0		0	8	0	0	0	0	1	-1	-1
10094	星辰战戒	7	10	10	1	2	-1	-1	120	4:108|5:272|6:90|7:230	-1	大师的杰作	20092	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|亮金	0	0	6	120	0	0	0	0	0	-1	-1	0	4:108|5:272|6:90|7:230	0		0	8	0	0	0	0	1	-1	-1
10095	星辰腰带	4	10	10	1	2	-1	-1	120	4:93|5:233|6:186|7:466	-1	大师的杰作	20097	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|亮金	0	0	6	120	0	0	0	0	0	-1	-1	0	4:93|5:233|6:186|7:466	0		0	8	0	0	0	0	1	-1	-1
10096	星辰战甲	2	10	10	1	2	-1	-1	800	4:156|5:389|6:373|7:933|1:70000	-1	大师的杰作	20098	24	0	0	-1	0:zhanshi104_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|亮金	0	0	6	800	0	0	0	0	0	-1	-1	0	4:156|5:389|6:373|7:933|1:70000	0		0	8	0	0	0	0	1	-1	-1
