INT	STRING	INT	STRING	STRING	STRING	INT	STRING
518	暴风雪	1	冰霜	在指定8#4格区域内降下暴风雪，每1秒对范围内最多6#2个敌人造成基础伤害168#1%的冰霜伤害，并有50#6%的概率降低敌人的移动速度，持续5#7秒	#00ff00|造成的伤害提升2%	34	-1
519	暴风雪	1	冰霜	在指定8#4格区域内降下暴风雪，每1秒对范围内最多6#2个敌人造成基础伤害170#1%的冰霜伤害，并有50#6%的概率降低敌人的移动速度，持续5#7秒	#00ff00|造成的伤害提升3%	34	-1
520	暴风雪	1	冰霜	在指定8#4格区域内降下暴风雪，每1秒对范围内最多6#2个敌人造成基础伤害173#1%的冰霜伤害，并有50#6%的概率降低敌人的移动速度，持续5#7秒	#00ff00|技能已达到最高等级	34	-1
531	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害156#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升46%	35	-1
532	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害202#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升45%	35	-1
533	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害247#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升46%	35	-1
534	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害293#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升46%	35	-1
535	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害339#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升92%	35	-1
536	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害431#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升46%	35	-1
537	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害477#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升45%	35	-1
538	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害522#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升46%	35	-1
539	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害568#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|造成的伤害提升92%	35	-1
540	冰霜新星	1	冰霜	对3格范围内最多6个敌人造成基础伤害660#1%的冰霜伤害，并使其无法移动，持续3秒	#00ff00|技能已达到最高等级	35	-1
601	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害144%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升34%	41	-1
602	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害178%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升33%	41	-1
603	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害211%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升34%	41	-1
604	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害245%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升34%	41	-1
605	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害279%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升68%	41	-1
606	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害347%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升34%	41	-1
607	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害381%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升33%	41	-1
608	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害414%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升34%	41	-1
609	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害448%的火焰伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升68%	41	-1
610	烈焰之风	1	火焰	向指定方向释放火焰风暴，对路径上最多4#2个敌人造成基础伤害516%的火焰伤害|n（可作为默认1号技能）	#00ff00|技能已达到最高等级	41	-1
621	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害153#1%的火焰伤害	#00ff00|造成的伤害提升42%	42	-1
622	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害195#1%的火焰伤害	#00ff00|造成的伤害提升43%	42	-1
623	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害238#1%的火焰伤害	#00ff00|造成的伤害提升42%	42	-1
624	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害280#1%的火焰伤害	#00ff00|造成的伤害提升43%	42	-1
625	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害323#1%的火焰伤害	#00ff00|造成的伤害提升85%	42	-1
626	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害408#1%的火焰伤害	#00ff00|造成的伤害提升42%	42	-1
627	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害450#1%的火焰伤害	#00ff00|造成的伤害提升43%	42	-1
628	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害493#1%的火焰伤害	#00ff00|造成的伤害提升42%	42	-1
629	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害535#1%的火焰伤害	#00ff00|造成的伤害提升85%	42	-1
630	烈焰死光	1	火焰	向指定方向发射充满毁灭魔力的死光，对最多6个敌人造成基础伤害620#1%的火焰伤害	#00ff00|技能已达到最高等级	42	-1
641	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升0%	43	-1
642	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升0%	43	-1
643	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升0%	43	-1
644	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升0%	43	-1
645	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升0%	43	-1
646	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升0%	43	-1
647	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升0%	43	-1
648	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每0秒受到基础伤害0%的火焰伤害，持续15秒	#00ff00|造成的伤害提升10000%	43	-1
649	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每1秒受到基础伤害100%的火焰伤害，持续5秒	#00ff00|造成的伤害提升1000%	43	-1
650	火焰魔眼	1	火焰	将火焰魔力凝结成魔眼注视敌人，被注视的敌人将每1秒受到基础伤害110%的火焰伤害，持续5秒	#00ff00|技能已达到最高等级	43	-1
661	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害80%的火焰伤害，持续3秒	#00ff00|造成的伤害提升5%	44	-1
662	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害85%的火焰伤害，持续3秒	#00ff00|造成的伤害提升5%	44	-1
663	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害90%的火焰伤害，持续3秒	#00ff00|造成的伤害提升5%	44	-1
664	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害95%的火焰伤害，持续3秒	#00ff00|造成的伤害提升5%	44	-1
665	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害100%的火焰伤害，持续3秒	#00ff00|造成的伤害提升20%	44	-1
666	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害120%的火焰伤害，持续3秒	#00ff00|造成的伤害提升5%	44	-1
667	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害125%的火焰伤害，持续3秒	#00ff00|造成的伤害提升5%	44	-1
668	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害130%的火焰伤害，持续3秒	#00ff00|造成的伤害提升5%	44	-1
669	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害135%的火焰伤害，持续3秒	#00ff00|造成的伤害提升15%	44	-1
670	火旋风	1	火焰	召唤火焰旋风环绕在自己身边，每秒对接触到的最多8个敌人造成基础伤害150%的火焰伤害，持续3秒	#00ff00|技能已达到最高等级	44	-1
681	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害162#1%的火焰伤害	#00ff00|造成的伤害提升51%	45	-1
682	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害213#1%的火焰伤害	#00ff00|造成的伤害提升52%	45	-1
683	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害265#1%的火焰伤害	#00ff00|造成的伤害提升51%	45	-1
684	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害316#1%的火焰伤害	#00ff00|造成的伤害提升52%	45	-1
685	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害368#1%的火焰伤害	#00ff00|造成的伤害提升103%	45	-1
686	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害471#1%的火焰伤害	#00ff00|造成的伤害提升52%	45	-1
687	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害523#1%的火焰伤害	#00ff00|造成的伤害提升51%	45	-1
688	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害574#1%的火焰伤害	#00ff00|造成的伤害提升52%	45	-1
689	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害626#1%的火焰伤害	#00ff00|造成的伤害提升103%	45	-1
690	天火陨石	1	火焰	短暂吟唱后，向指定位置召唤天火陨石，对范围内最多6个敌人造成基础伤害729#1%的火焰伤害	#00ff00|技能已达到最高等级	45	-1
751	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害145%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升35%	51	-1
752	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害180%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升35%	51	-1
753	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害215%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升36%	51	-1
754	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害251%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升35%	51	-1
755	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害286%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升70%	51	-1
756	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害356%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升35%	51	-1
757	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害391%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升35%	51	-1
758	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害426%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升35%	51	-1
759	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害461%的毒素伤害|n（可作为默认1号技能）	#00ff00|造成的伤害提升71%	51	-1
760	白骨之魂	1	毒素	召唤白骨之魂攻击敌人，对8格内单个敌人造成基础伤害532%的毒素伤害|n（可作为默认1号技能）	#00ff00|技能已达到最高等级	51	-1
771	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害191#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在1只骷髅	#00ff00|造成的伤害提升81%	52	-1
772	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害272#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在1只骷髅	#00ff00|造成的伤害提升81%	52	-1
773	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害353#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在1只骷髅	#00ff00|造成的伤害提升82%	52	-1
774	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害435#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在1只骷髅	#00ff00|造成的伤害提升81%	52	-1
775	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害516#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在1只骷髅	#00ff00|造成的伤害提升162%，同时存在骷髅数量提升1只	52	-1
776	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害678#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在2只骷髅	#00ff00|造成的伤害提升81%	52	-1
777	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害759#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在2只骷髅	#00ff00|造成的伤害提升81%	52	-1
778	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害840#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在2只骷髅	#00ff00|造成的伤害提升82%	52	-1
779	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害922#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在2只骷髅	#00ff00|造成的伤害提升162%，同时存在骷髅数量提升1只	52	-1
780	召唤骷髅	1	物理	在指定位置召唤出古代石棺，对最多4个敌人造成基础伤害1084#1%的物理伤害，并从石棺中产生一只骷髅攻击敌人，最多同时存在3只骷髅	#00ff00|技能已达到最高等级	52	-1
791	剧毒新星	1	毒素	向周围释放出大量剧毒，对周围5格8个敌人造成基础伤害151#1%的毒素伤害	#00ff00|造成的伤害提升41%	53	-1
